pos_x, pos_y, pos_z, ori_x, ori_y, ori_z, f_x, f_y, f_z, q_base, q_shoulder, q_elbow, q_wrist1, q_wrist2, q_wrist3
0.6527721759009587, 0.07375796603278623, 0.4265823589264387, 1.1144207101599037, 2.9295612232464445, 0.008334348173265648, 0.775716501146823, 0.5193284055949883, 3.001929555763092, 0.8037715554237366, -1.5530036687850952, -2.073890447616577, -1.106134295463562, 1.6496233940124512, 2.671947717666626
0.652763504474335, 0.07376036186624384, 0.426635639577266, 1.1143722382103425, 2.929485448690306, 0.008469241515085532, 0.7652649427899187, 0.48088040866492243, 2.880165778481903, 0.380989670753479, -1.5699301958084106, -2.0273325443267822, -1.1061023473739624, 1.5654746294021606, 2.676901340484619
0.6527729104177121, 0.07376888726270205, 0.426641175362306, 1.1143402630366415, 2.9294877978763134, 0.008473795287539011, 0.6493238306408128, 0.3041075427828302, 3.0220929174418103, 0.3810175061225891, -1.5699301958084106, -2.0273241996765137, -1.1060982942581177, 1.5654823780059814, 2.6768932342529297
0.652772987729442, 0.0737424081519148, 0.4266094933600124, 1.1143796554945127, 2.929486297041647, 0.008326422243061862, 0.6146461646318647, 0.6403506494413957, 3.0920388314213567, 0.3809736669063568, -1.5699700117111206, -2.0273520946502686, -1.106134295463562, 1.5654865503311157, 2.676889181137085
0.6527698765019805, 0.07380036415380484, 0.42665493734150917, 1.1143001570430808, 2.9294925504166494, 0.00852240242610774, 0.14266314852927892, 0.2958103019504585, 2.9792201542609504, 0.38106250762939453, -1.5699182748794556, -2.027315855026245, -1.1060904264450073, 1.5654983520507812, 2.676913261413574
0.6527691273568452, 0.0737762861626464, 0.42662735035168453, 1.1143083051707914, 2.929510893591628, 0.008425295118054484, 0.7419106708241062, 0.6352095977893902, 2.9372312412881865, 0.3810334801673889, -1.569938063621521, -2.027336597442627, -1.1061064004898071, 1.5654664039611816, 2.676884889602661
0.6527940048066437, 0.07380449533166278, 0.42660582542054515, 1.1142538597081855, 2.92956447901104, 0.008406555418914613, 0.8976178687819099, 0.4254508202069138, 3.0367013962050646, 0.3810826241970062, -1.5700019598007202, -2.027381181716919, -1.1061502695083618, 1.5654783248901367, 2.676913261413574
0.6527783715692621, 0.07375012772633731, 0.426641702706968, 1.11439991396335, 2.929450303666973, 0.008459630085337434, 0.568748338092911, 0.0523108875205208, 2.8414083552321094, 0.3809897303581238, -1.5699342489242554, -2.027320146560669, -1.1060941219329834, 1.5654664039611816, 2.6769094467163086
0.6527659924340433, 0.0737745537679874, 0.4266160027274994, 1.1143612684058601, 2.9295816126876066, 0.00843153937538164, 0.34713651267968, 0.48605147903341633, 3.308376472793762, 0.38105013966560364, -1.5699342489242554, -2.027360439300537, -1.106146216392517, 1.565441608428955, 2.6768651008605957
0.6527557554261114, 0.07374134120634349, 0.4266014417646446, 1.1143954447463746, 2.929510632360694, 0.00833792221211864, 0.5499236750380023, 0.13796306688345822, 2.9476628174270845, 0.3809932768344879, -1.5699541568756104, -2.027315855026245, -1.1060863733291626, 1.5654828548431396, 2.676929235458374
0.6527767284096107, 0.0737823838009202, 0.42662446559018957, 1.1143862106834326, 2.9295203090258375, 0.00842482448901683, 0.410926214386805, 0.3221614617682016, 3.199744047536039, 0.3810335099697113, -1.5699580907821655, -2.027315855026245, -1.106134295463562, 1.5654906034469604, 2.676929473876953
0.652781685053957, 0.07375393873617621, 0.42660895601043225, 1.1144575848193667, 2.9294965276711196, 0.008410971410525348, -0.05370004959933729, 0.37754807521996303, 3.1919018275415, 0.3809897005558014, -1.5699739456176758, -2.0273282527923584, -1.1061142683029175, 1.5654864311218262, 2.676933526992798
0.652773411625044, 0.07375196474938933, 0.4266124060855604, 1.1144181976641272, 2.9295188850763325, 0.008375190341187678, 0.6886926701017188, 0.49922848420813354, 2.8838921634036314, 0.38100185990333557, -1.5699739456176758, -2.0273325443267822, -1.1061421632766724, 1.5654704570770264, 2.6769375801086426
0.652761552678091, 0.07378895923007511, 0.42662605182725716, 1.1143452639857945, 2.929519309480314, 0.00847201837803996, 0.3766827311201228, 0.08006305370582592, 2.9501177609317115, 0.3810417950153351, -1.5699660778045654, -2.027320146560669, -1.1060900688171387, 1.5654497146606445, 2.6769251823425293
0.6527692459830252, 0.07375321583515536, 0.4266383751554598, 1.1143576274996592, 2.929464094166821, 0.00843609509560366, 0.6488889453183287, 0.4203822844981379, 3.050525948053643, 0.38102200627326965, -1.5699341297149658, -2.0272953510284424, -1.1061302423477173, 1.5654497146606445, 2.676889181137085
0.6527769339344064, 0.0737452175112053, 0.42660832204137644, 1.1143887579318768, 2.929530271682855, 0.008375247255240664, 0.5606447637090197, 0.4298416976763591, 2.924126174422379, 0.38098177313804626, -1.5699700117111206, -2.027336597442627, -1.1061302423477173, 1.565502405166626, 2.676860809326172
0.6527809729612949, 0.07377381502959386, 0.4266299480893042, 1.1142789800105983, 2.9295585690608674, 0.008486264068446972, 0.5321509275615924, 0.35852606063643383, 2.8573072918249327, 0.3810133934020996, -1.5699580907821655, -2.0273118019104004, -1.1061100959777832, 1.5655184984207153, 2.6768367290496826
0.6527729217421012, 0.07377456271487115, 0.4266297492886673, 1.114334981778877, 2.9294925093150685, 0.00837592597642566, 1.2404082462391275, 0.853868215853496, 2.7995495793256433, 0.3810257911682129, -1.5699381828308105, -2.027320146560669, -1.1061142683029175, 1.565441608428955, 2.676889181137085
0.6527820724811828, 0.07376898792975795, 0.42661217954770125, 1.1144166572068046, 2.9295131077709304, 0.00847761307471331, 0.8606926649681461, 0.19150107627387464, 2.7499340938674046, 0.3810499608516693, -1.5699739456176758, -2.0273325443267822, -1.1061100959777832, 1.5654497146606445, 2.676872968673706
0.6527779014126807, 0.07377857686207803, 0.4266493794397699, 1.114241369543068, 2.9295674931032716, 0.008450955290495927, 0.5952131646350917, 0.5315076877147744, 2.9733413031498994, 0.3810826241970062, -1.5699222087860107, -2.0273282527923584, -1.1061261892318726, 1.5654747486114502, 2.6768972873687744
0.6527775630589904, 0.07375049703846835, 0.42658628142092947, 1.1144227106889097, 2.9295115644254732, 0.008330468070123423, 1.2942812348733175, 0.8743538179825753, 3.1856987445776395, 0.3810015022754669, -1.5699223279953003, -2.027336597442627, -1.1061302423477173, 1.5654704570770264, 2.6768851280212402
0.6527891601600554, 0.07377205266110641, 0.42660062214979083, 1.1143419236660017, 2.9295073521089914, 0.008394960656700461, 0.4767757159404144, 0.34540696046684255, 3.0929102884505526, 0.38099732995033264, -1.5698983669281006, -2.0273520946502686, -1.1061023473739624, 1.5654377937316895, 2.6768932342529297
0.6527730926110563, 0.07374922745322648, 0.42664045153024444, 1.1144047796500414, 2.929446235616692, 0.00843617002118341, 0.5976067258952836, 0.569270829664928, 3.3061245092088183, 0.380989670753479, -1.5699421167373657, -2.0273728370666504, -1.1061023473739624, 1.5654704570770264, 2.6768972873687744
0.6527649904026854, 0.07373375304332683, 0.42664048818985184, 1.1144532017373698, 2.929523699862886, 0.008469716904013738, 0.6237492634276381, 0.8011539268259804, 3.212895523122736, 0.38098540902137756, -1.5699580907821655, -2.0273118019104004, -1.1061064004898071, 1.5654664039611816, 2.676929473876953
0.6527671509349942, 0.07378349218936572, 0.42663346968552696, 1.1143810144276707, 2.9295086564966217, 0.008383473463825982, -0.13260472609016202, 0.5401114193932295, 3.16657465699636, 0.380957692861557, -1.5699183940887451, -2.0273489952087402, -1.1061183214187622, 1.5654704570770264, 2.6768972873687744
0.652779480301267, 0.07375969529024733, 0.4266160147937675, 1.1144006621042188, 2.9294711668214184, 0.008353737365006171, 0.4770862264578437, 0.30650783823284844, 3.2152881441925776, 0.38098540902137756, -1.5699739456176758, -2.027364492416382, -1.1061502695083618, 1.5654497146606445, 2.6769092082977295
